CustomerID,total_spend,visit_count,repetitiveness
13532.0,210.31,1,single
13533.0,270.79,3,repetitive
13534.0,5613.08,40,repetitive
13536.0,3448.29,7,repetitive
13538.0,1280.85,7,repetitive
13539.0,605.84,4,repetitive
13544.0,291.41,2,repetitive
13546.0,626.99,3,repetitive
13548.0,682.41,2,repetitive
13549.0,916.12,8,repetitive
13551.0,91.8,1,single
13552.0,3539.53,16,repetitive
13555.0,4149.28,4,repetitive
13557.0,584.06,2,repetitive
13558.0,605.06,4,repetitive
13560.0,174.37,1,single
13561.0,141.86,1,single
13562.0,1799.33,3,repetitive
13563.0,777.53,2,repetitive
13564.0,647.74,5,repetitive
13565.0,240.22,2,repetitive
13566.0,874.71,2,repetitive
13568.0,192.85,1,single
13569.0,373.75,2,repetitive
13570.0,239.49,1,single
13571.0,2092.32,12,repetitive
13572.0,1384.25,1,single
13573.0,294.4,2,repetitive
13575.0,732.07,5,repetitive
13576.0,6703.3,20,repetitive
13577.0,1658.3,5,repetitive
13579.0,467.04,2,repetitive
13581.0,118.0,1,single
13583.0,781.03,1,single
13584.0,142.4,1,single
13587.0,347.0,3,repetitive
13588.0,2445.12,13,repetitive
13589.0,379.65,2,repetitive
13590.0,1976.12,7,repetitive
13591.0,1117.13,3,repetitive
13592.0,247.96,4,repetitive
13593.0,1990.28,5,repetitive
13594.0,396.97,1,single
13596.0,697.04,2,repetitive
13598.0,167.42,2,repetitive
13599.0,5030.6,31,repetitive
13600.0,219.52,1,single
13601.0,693.32,2,repetitive
13602.0,428.89,1,single
13603.0,164.34,1,single
13606.0,280.54,3,repetitive
13607.0,678.01,1,single
13610.0,1115.43,9,repetitive
13611.0,1158.2,4,repetitive
13614.0,1610.46,4,repetitive
13615.0,399.99,2,repetitive
13617.0,544.18,3,repetitive
13618.0,177.34,1,single
13621.0,213.85,1,single
13623.0,672.44,7,repetitive
13626.0,257.23,1,single
13627.0,1624.02,7,repetitive
13629.0,7792.36,11,repetitive
13630.0,1995.68,11,repetitive
13631.0,3021.77,12,repetitive
13632.0,2117.02,6,repetitive
13634.0,1575.16,5,repetitive
13635.0,1071.03,1,single
13636.0,941.62,6,repetitive
13637.0,810.5,3,repetitive
13638.0,122.64,1,single
13639.0,1033.34,1,single
13642.0,354.8,1,single
13643.0,519.44,3,repetitive
13644.0,2597.52,5,repetitive
13645.0,252.1,1,single
13647.0,1670.22,5,repetitive
13649.0,346.6,2,repetitive
13650.0,1809.34,6,repetitive
13651.0,94.2,2,repetitive
13652.0,1095.08,3,repetitive
13654.0,2707.33,6,repetitive
13655.0,932.97,2,repetitive
13656.0,379.65,2,repetitive
13657.0,382.14,2,repetitive
13658.0,2421.47,7,repetitive
13659.0,1550.85,3,repetitive
13662.0,879.08,7,repetitive
13663.0,189.47,1,single
13666.0,84.65,3,repetitive
13667.0,305.02,1,single
13668.0,6216.07,29,repetitive
13669.0,218.55,2,repetitive
13670.0,349.7,1,single
13672.0,-71.46,6,repetitive
13673.0,396.92,2,repetitive
13675.0,486.82,2,repetitive
13678.0,232.6,1,single
13680.0,2202.31,5,repetitive
13681.0,827.83,4,repetitive
13682.0,59.5,1,single
13684.0,64.23,2,repetitive
13685.0,3119.44,7,repetitive
13686.0,72.0,1,single
13689.0,910.0,1,single
13690.0,172.25,1,single
13692.0,1466.87,5,repetitive
13693.0,-32.0,2,repetitive
13694.0,62653.1,60,repetitive
13695.0,2504.13,15,repetitive
13697.0,151.3,1,single
13699.0,308.58,1,single
13700.0,2265.12,10,repetitive
13703.0,99.5,1,single
13704.0,2295.31,10,repetitive
13705.0,711.86,3,repetitive
13706.0,330.79,1,single
13707.0,806.41,2,repetitive
13708.0,296.88,1,single
13709.0,6249.11,17,repetitive
13710.0,180.48,1,single
13711.0,252.06,2,repetitive
13712.0,228.84,1,single
13715.0,1053.94,7,repetitive
13716.0,138.28,1,single
13717.0,1432.26,7,repetitive
13718.0,306.55,2,repetitive
13719.0,1041.68,5,repetitive
13720.0,799.9,4,repetitive
13721.0,524.14,1,single
13722.0,2369.16,4,repetitive
13723.0,199.85,1,single
13725.0,1809.81,11,repetitive
13726.0,1079.66,2,repetitive
13727.0,333.48,2,repetitive
13728.0,1016.14,6,repetitive
13730.0,752.6,2,repetitive
13731.0,610.59,2,repetitive
13732.0,491.86,1,single
13735.0,2766.18,8,repetitive
13736.0,724.0,3,repetitive
13737.0,339.6,1,single
13739.0,216.9,1,single
13740.0,350.75,1,single
13741.0,666.33,4,repetitive
13742.0,3102.42,14,repetitive
13743.0,1340.15,8,repetitive
13744.0,1156.36,2,repetitive
13745.0,291.54,2,repetitive
13747.0,79.6,1,single
13748.0,948.25,4,repetitive
13750.0,1647.26,5,repetitive
13751.0,296.25,1,single
13752.0,1186.28,6,repetitive
13753.0,741.26,1,single
13754.0,282.6,2,repetitive
13755.0,2154.68,10,repetitive
13756.0,5145.12,15,repetitive
13758.0,3190.55,7,repetitive
13759.0,659.41,2,repetitive
13760.0,286.79,2,repetitive
13761.0,1070.65,2,repetitive
13762.0,0.0,2,repetitive
13763.0,1689.46,3,repetitive
13764.0,1521.76,3,repetitive
13767.0,16945.71,51,repetitive
13769.0,2771.87,16,repetitive
13771.0,2631.7,5,repetitive
13772.0,1132.13,3,repetitive
13774.0,345.0,1,single
13777.0,25748.35,40,repetitive
13778.0,178.7,1,single
13780.0,360.01,2,repetitive
13781.0,127.84,1,single
13782.0,912.0,6,repetitive
13784.0,2462.79,11,repetitive
13786.0,230.4,1,single
13787.0,309.04,2,repetitive
13790.0,348.8,1,single
13791.0,1047.68,3,repetitive
13792.0,195.55,2,repetitive
13798.0,36351.42,63,repetitive
13799.0,688.86,2,repetitive
13800.0,558.32,1,single
13801.0,324.8,1,single
13802.0,3906.27,6,repetitive
13803.0,277.07,1,single
13804.0,2635.79,7,repetitive
13805.0,924.6,2,repetitive
13806.0,256.38,1,single
13807.0,112.6,1,single
13808.0,1747.66,5,repetitive
13809.0,155.05,1,single
13810.0,899.51,4,repetitive
13811.0,591.75,4,repetitive
13812.0,539.0,3,repetitive
13813.0,1353.41,5,repetitive
13814.0,1562.12,3,repetitive
13815.0,4014.91,5,repetitive
13816.0,555.04,4,repetitive
13817.0,382.98,2,repetitive
13819.0,1140.35,3,repetitive
13821.0,385.64,2,repetitive
13822.0,632.0,2,repetitive
13823.0,957.66,2,repetitive
13824.0,1698.94,5,repetitive
13826.0,174.65,2,repetitive
13827.0,412.05,3,repetitive
13828.0,209.49,1,single
13829.0,-102.0,1,single
13831.0,2202.99,6,repetitive
13832.0,40.95,2,repetitive
13833.0,384.8,1,single
13835.0,834.57,4,repetitive
13837.0,271.24,2,repetitive
13838.0,691.73,4,repetitive
13841.0,85.0,1,single
13842.0,3385.62,9,repetitive
13844.0,361.62,1,single
13845.0,312.98,1,single
13846.0,847.61,4,repetitive
13848.0,1255.0,3,repetitive
13849.0,1537.95,2,repetitive
13850.0,1586.81,2,repetitive
13851.0,2651.46,3,repetitive
13853.0,1056.94,2,repetitive
13854.0,8025.02,29,repetitive
13856.0,363.4,5,repetitive
13858.0,216.17,1,single
13859.0,201.16,1,single
13860.0,1240.0,5,repetitive
13862.0,2187.31,10,repetitive
13863.0,299.56,2,repetitive
13865.0,501.56,4,repetitive
13866.0,145.67,1,single
13867.0,1015.29,3,repetitive
13868.0,3192.54,2,repetitive
13869.0,3104.95,4,repetitive
13870.0,2751.25,10,repetitive
13871.0,6389.8,13,repetitive
13873.0,381.7,4,repetitive
13874.0,540.45,1,single
13875.0,1786.79,5,repetitive
13876.0,122.7,1,single
13877.0,117.24,1,single
13878.0,1281.53,1,single
13880.0,3219.77,13,repetitive
13881.0,16989.52,22,repetitive
13882.0,1131.28,6,repetitive
13883.0,2538.75,9,repetitive
13884.0,781.3,6,repetitive
13885.0,506.8,2,repetitive
13886.0,243.56,1,single
13887.0,349.55,1,single
13888.0,605.63,2,repetitive
13889.0,416.9,1,single
13890.0,1860.86,14,repetitive
13892.0,632.97,4,repetitive
13893.0,821.1,1,single
13894.0,535.97,5,repetitive
13895.0,2588.12,5,repetitive
13897.0,311.16,1,single
13898.0,155.93,1,single
13899.0,388.52,2,repetitive
13900.0,740.95,3,repetitive
13901.0,2867.2,5,repetitive
13904.0,332.64,2,repetitive
13908.0,2347.05,5,repetitive
13911.0,2580.91,9,repetitive
13914.0,613.95,3,repetitive
13917.0,272.04,2,repetitive
13918.0,1212.84,2,repetitive
13919.0,350.16,3,repetitive
13922.0,172.25,1,single
13923.0,351.13,1,single
13924.0,1682.08,11,repetitive
13925.0,616.65,5,repetitive
13926.0,223.85,1,single
13927.0,348.99,1,single
13928.0,464.57,4,repetitive
13929.0,802.85,3,repetitive
13930.0,337.34,2,repetitive
13931.0,1230.93,3,repetitive
13932.0,307.4,1,single
13933.0,608.79,2,repetitive
13934.0,922.1,1,single
13936.0,361.28,2,repetitive
13937.0,158.85,1,single
13938.0,71.66,1,single
13939.0,556.75,4,repetitive
13940.0,839.14,4,repetitive
13941.0,4912.41,7,repetitive
13946.0,561.57,3,repetitive
13947.0,90.6,1,single
13948.0,102.0,1,single
13949.0,2427.32,6,repetitive
13950.0,728.56,5,repetitive
13951.0,674.45,3,repetitive
13952.0,3246.091,3,repetitive
13953.0,3515.68,7,repetitive
13954.0,378.59,3,repetitive
13955.0,322.96,2,repetitive
13956.0,1026.42,5,repetitive
13958.0,-102.45,1,single
13959.0,598.2,3,repetitive
13960.0,230.22,2,repetitive
13962.0,169.55,2,repetitive
13963.0,664.54,4,repetitive
13967.0,80.7,1,single
13969.0,8986.69,20,repetitive
13971.0,2702.22,11,repetitive
13972.0,190.25,2,repetitive
13973.0,264.7,1,single
13974.0,413.59,1,single
13975.0,2503.23,7,repetitive
13976.0,357.98,1,single
13978.0,196.79,2,repetitive
13979.0,869.87,1,single
13980.0,200.14,1,single
13982.0,1861.11,5,repetitive
13983.0,2590.46,13,repetitive
13984.0,488.03,6,repetitive
13985.0,7024.53,16,repetitive
13986.0,320.46,1,single
13988.0,4098.8,9,repetitive
13989.0,1266.08,2,repetitive
13990.0,311.3,1,single
13991.0,850.63,7,repetitive
13992.0,76.8,1,single
13993.0,3409.66,12,repetitive
13994.0,2313.14,6,repetitive
13995.0,1383.49,6,repetitive
13999.0,3865.26,15,repetitive
14000.0,633.71,2,repetitive
14001.0,2030.33,4,repetitive
14002.0,529.73,2,repetitive
14004.0,4582.64,7,repetitive
14005.0,2874.72,5,repetitive
14006.0,962.19,3,repetitive
14009.0,685.93,3,repetitive
14012.0,328.8,1,single
14013.0,473.02,3,repetitive
14014.0,505.18,1,single
14015.0,917.34,1,single
14016.0,4328.46,5,repetitive
14019.0,1398.96,4,repetitive
14020.0,642.8,2,repetitive
14021.0,631.9,3,repetitive
14022.0,440.0,1,single
14023.0,584.07,2,repetitive
14024.0,327.7,2,repetitive
14027.0,104.82,1,single
14029.0,467.66,2,repetitive
14030.0,2360.09,8,repetitive
14031.0,14634.64,23,repetitive
14032.0,2929.84,18,repetitive
14034.0,512.02,4,repetitive
14035.0,1428.02,5,repetitive
14036.0,626.65,1,single
14037.0,147.2,2,repetitive
14038.0,1554.48,4,repetitive
14039.0,152.2,1,single
14040.0,3542.19,15,repetitive
14041.0,141.41,1,single
14044.0,652.82,4,repetitive
14045.0,1659.75,4,repetitive
14046.0,154.99,1,single
14047.0,1290.01,7,repetitive
14048.0,375.13,2,repetitive
14049.0,5639.15,6,repetitive
14050.0,746.36,2,repetitive
14051.0,15477.34,26,repetitive
14052.0,225.36,1,single
14053.0,260.25,2,repetitive
14054.0,92.46,1,single
14055.0,725.64,1,single
14056.0,8124.4,29,repetitive
14057.0,6147.4,18,repetitive
14059.0,183.6,1,single
14060.0,6135.38,20,repetitive
14062.0,10464.85,12,repetitive
14064.0,1188.32,7,repetitive
14066.0,152.55,1,single
14067.0,374.7,2,repetitive
14068.0,265.85,1,single
14071.0,1307.41,9,repetitive
14073.0,139.54,2,repetitive
14075.0,942.26,3,repetitive
14076.0,122.47,1,single
14077.0,499.42,5,repetitive
14078.0,1049.37,6,repetitive
14079.0,375.1,1,single
14080.0,45.6,1,single
14081.0,904.67,4,repetitive
14082.0,182.25,1,single
14083.0,1018.43,9,repetitive
14085.0,4435.79,18,repetitive
14087.0,181.67,2,repetitive
14088.0,50415.49,14,repetitive
14089.0,161.0,1,single
14090.0,76.32,1,single
14092.0,4063.1,17,repetitive
14093.0,442.85,1,single
14096.0,57120.91,18,repetitive
14098.0,147.35,1,single
14099.0,3092.97,12,repetitive
14100.0,194.9,1,single
14101.0,5976.79,6,repetitive
14102.0,1314.73,8,repetitive
14104.0,216.21,2,repetitive
14105.0,1260.33,2,repetitive
14107.0,2688.48,8,repetitive
14108.0,594.16,3,repetitive
14109.0,80.2,2,repetitive
14110.0,5669.65,13,repetitive
14111.0,688.6,5,repetitive
14112.0,2774.17,12,repetitive
14113.0,1377.92,8,repetitive
14114.0,386.53,2,repetitive
14116.0,1382.74,5,repetitive
14117.0,90.0,1,single
14119.0,-19.9,1,single
14121.0,2740.3,6,repetitive
14124.0,419.58,1,single
14125.0,2740.43,3,repetitive
14126.0,643.63,3,repetitive
14127.0,709.71,3,repetitive
14128.0,637.5,2,repetitive
14129.0,1123.86,4,repetitive
14130.0,483.86,1,single
14132.0,3580.13,12,repetitive
14133.0,590.34,5,repetitive
14135.0,4690.31,15,repetitive
14138.0,982.38,2,repetitive
14139.0,415.82,1,single
14140.0,920.05,3,repetitive
14141.0,879.03,6,repetitive
14142.0,311.81,1,single
14143.0,115.8,1,single
14145.0,3148.2,5,repetitive
14146.0,2949.57,6,repetitive
14147.0,468.4,3,repetitive
14148.0,157.2,1,single
14149.0,259.43,3,repetitive
14150.0,658.64,2,repetitive
14152.0,611.09,3,repetitive
14154.0,1345.62,2,repetitive
14155.0,118.75,1,single
14156.0,113384.14,65,repetitive
14157.0,400.43,3,repetitive
14158.0,507.66,1,single
14159.0,4678.3,14,repetitive
14161.0,1110.52,3,repetitive
14162.0,289.36,2,repetitive
14163.0,2445.91,4,repetitive
14164.0,1631.77,2,repetitive
14165.0,122.54,1,single
14167.0,574.84,4,repetitive
14171.0,363.79,1,single
14173.0,450.84,4,repetitive
14174.0,134.46,1,single
14175.0,3108.06,7,repetitive
14176.0,574.0,5,repetitive
14177.0,554.46,5,repetitive
14178.0,1620.93,7,repetitive
14179.0,719.78,2,repetitive
14180.0,4640.77,31,repetitive
14184.0,452.89,1,single
14185.0,197.65,1,single
14188.0,2018.91,10,repetitive
14189.0,4604.31,24,repetitive
14191.0,4660.01,14,repetitive
14193.0,853.39,2,repetitive
14194.0,11216.75,31,repetitive
14195.0,962.7,3,repetitive
14196.0,335.52,1,single
14198.0,663.5,7,repetitive
14199.0,185.4,1,single
14201.0,688.04,9,repetitive
14204.0,161.03,1,single
14205.0,218.78,4,repetitive
14206.0,308.26,2,repetitive
14208.0,151.74,1,single
14209.0,2067.13,7,repetitive
14210.0,1900.89,7,repetitive
14211.0,2208.3,13,repetitive
14212.0,1070.48,1,single
14213.0,-1192.2,1,single
14214.0,1000.23,7,repetitive
14215.0,1777.92,7,repetitive
14216.0,1839.3,4,repetitive
14217.0,1925.36,24,repetitive
14218.0,169.48,1,single
14219.0,89.94,1,single
14220.0,632.4,2,repetitive
14221.0,3427.85,10,repetitive
14222.0,683.17,1,single
14223.0,975.23,4,repetitive
14224.0,1050.12,4,repetitive
14226.0,2201.64,7,repetitive
14227.0,3315.71,13,repetitive
14229.0,1450.6,6,repetitive
14231.0,822.06,5,repetitive
14232.0,2043.93,8,repetitive
14233.0,1447.51,5,repetitive
14234.0,775.46,4,repetitive
14235.0,3093.86,6,repetitive
14236.0,490.86,2,repetitive
14237.0,161.0,1,single
14238.0,146.85,1,single
14239.0,2323.5,14,repetitive
14240.0,890.34,2,repetitive
14241.0,213.7,1,single
14242.0,280.55,2,repetitive
14243.0,2535.88,14,repetitive
14245.0,1677.48,5,repetitive
14246.0,1474.06,3,repetitive
14247.0,136.77,1,single
14248.0,302.58,1,single
14250.0,1904.05,3,repetitive
14251.0,2879.7,5,repetitive
14256.0,935.06,3,repetitive
14257.0,3087.27,6,repetitive
14258.0,12650.08,10,repetitive
14259.0,120.0,1,single
14261.0,1163.45,2,repetitive
14262.0,2618.23,8,repetitive
14264.0,319.47,3,repetitive
14265.0,530.18,2,repetitive
14267.0,1279.09,7,repetitive
14270.0,492.65,1,single
14271.0,112.32,1,single
14272.0,437.96,2,repetitive
14273.0,559.97,4,repetitive
14276.0,1019.39,5,repetitive
14277.0,3957.0,4,repetitive
14280.0,134.04,1,single
14282.0,3729.34,15,repetitive
14284.0,578.45,3,repetitive
14285.0,1910.01,4,repetitive
14286.0,4595.81,5,repetitive
14287.0,151.23,4,repetitive
14288.0,413.85,2,repetitive
14289.0,911.26,6,repetitive
14290.0,2307.45,6,repetitive
14291.0,3873.3,11,repetitive
14292.0,4819.33,14,repetitive
14293.0,1046.56,4,repetitive
14295.0,154.7,2,repetitive
14297.0,1284.06,5,repetitive
14298.0,50862.44,45,repetitive
14299.0,2855.35,18,repetitive
14300.0,43.2,1,single
14301.0,632.04,2,repetitive
14304.0,197.1,2,repetitive
14305.0,1803.76,5,repetitive
14306.0,2083.42,3,repetitive
14307.0,2995.72,6,repetitive
14309.0,2319.68,10,repetitive
14311.0,229.71,2,repetitive
14312.0,1611.59,6,repetitive
14314.0,120.0,1,single
14315.0,2456.98,7,repetitive
14317.0,508.58,1,single
14320.0,343.11,3,repetitive
14321.0,1530.75,5,repetitive
14323.0,574.26,4,repetitive
14326.0,166.85,2,repetitive
14327.0,311.65,1,single
14329.0,4928.74,14,repetitive
14331.0,462.66,2,repetitive
14332.0,866.31,3,repetitive
14333.0,351.45,2,repetitive
14334.0,2539.46,9,repetitive
14335.0,468.26,2,repetitive
14336.0,1614.91,4,repetitive
14338.0,554.22,4,repetitive
14339.0,289.91,4,repetitive
14340.0,134.7,1,single
14341.0,2166.38,8,repetitive
14342.0,607.71,6,repetitive
14344.0,889.93,8,repetitive
14345.0,108.98,1,single
14346.0,1021.58,2,repetitive
14348.0,409.57,1,single
14349.0,133.5,1,single
14350.0,258.7,2,repetitive
14351.0,51.0,1,single
14352.0,1078.96,4,repetitive
14353.0,90.6,1,single
14354.0,163.62,2,repetitive
14355.0,174.4,1,single
14356.0,666.94,4,repetitive
14357.0,225.77,1,single
14359.0,882.58,6,repetitive
14360.0,2128.23,4,repetitive
14362.0,161.2,1,single
14364.0,3717.35,8,repetitive
14367.0,9167.82,19,repetitive
14368.0,155.0,1,single
14371.0,100.5,1,single
14373.0,76.55,1,single
14375.0,257.68,1,single
14377.0,617.05,2,repetitive
14379.0,348.1,2,repetitive
14381.0,202.68,1,single
14382.0,626.07,1,single
14383.0,1247.69,3,repetitive
14385.0,202.11,3,repetitive
14386.0,142.4,1,single
14387.0,1770.56,3,repetitive
14388.0,3172.04,10,repetitive
14389.0,999.72,5,repetitive
14390.0,4592.47,13,repetitive
14393.0,67.95,1,single
14395.0,3471.91,12,repetitive
14396.0,487.99,2,repetitive
14397.0,2556.68,23,repetitive
14400.0,559.7,2,repetitive
14401.0,4039.98,14,repetitive
14403.0,1426.31,5,repetitive
14404.0,1434.72,7,repetitive
14406.0,156.75,1,single
14407.0,2111.08,9,repetitive
14408.0,2606.53,7,repetitive
14409.0,1908.25,7,repetitive
14410.0,576.3,15,repetitive
14411.0,1063.0,1,single
14412.0,761.33,3,repetitive
14413.0,122.7,1,single
14414.0,1485.13,8,repetitive
14415.0,5811.56,18,repetitive
14416.0,490.22,2,repetitive
14418.0,1937.25,3,repetitive
14419.0,1058.06,6,repetitive
14420.0,385.87,2,repetitive
14421.0,813.11,2,repetitive
14422.0,4263.64,6,repetitive
14423.0,265.2,1,single
14424.0,322.08,1,single
14426.0,3918.9,16,repetitive
14427.0,363.34,2,repetitive
14428.0,1230.14,7,repetitive
14431.0,397.76,2,repetitive
14432.0,2255.51,6,repetitive
14434.0,1372.8,6,repetitive
14436.0,89.06,1,single
14437.0,-43.4,2,repetitive
14438.0,131.9,1,single
14439.0,2661.24,1,single
14440.0,2357.68,5,repetitive
14441.0,1545.14,10,repetitive
14442.0,1544.62,5,repetitive
14443.0,1400.88,7,repetitive
14446.0,1039.58,4,repetitive
14447.0,1163.23,5,repetitive
14448.0,375.35,2,repetitive
14449.0,907.1,4,repetitive
14450.0,483.25,3,repetitive
14451.0,662.59,2,repetitive
14452.0,264.44,2,repetitive
14453.0,119.93,1,single
14456.0,3047.63,14,repetitive
14457.0,113.64,1,single
14459.0,1837.92,1,single
14460.0,383.34,4,repetitive
14461.0,2103.06,3,repetitive
14462.0,1965.9,14,repetitive
14463.0,529.62,3,repetitive
14465.0,1058.62,3,repetitive
14466.0,2272.4,7,repetitive
14467.0,598.76,4,repetitive
14470.0,461.19,2,repetitive
14472.0,1936.84,8,repetitive
14473.0,234.34,2,repetitive
14474.0,537.71,2,repetitive
14475.0,799.82,6,repetitive
14476.0,215.7,1,single
14477.0,1307.81,5,repetitive
14479.0,316.25,2,repetitive
14480.0,279.05,1,single
14481.0,636.51,2,repetitive
14482.0,2068.15,6,repetitive
14483.0,129.2,2,repetitive
14484.0,321.92,1,single
14485.0,165.75,1,single
14487.0,1183.58,7,repetitive
14488.0,1047.43,2,repetitive
14489.0,463.38,1,single
14491.0,340.93,2,repetitive
14493.0,2362.84,7,repetitive
14494.0,139.56,1,single
14495.0,123.8,2,repetitive
14496.0,538.81,2,repetitive
14497.0,457.47,2,repetitive
14498.0,1957.32,5,repetitive
14499.0,815.32,3,repetitive
14500.0,356.85,3,repetitive
14501.0,190.31,3,repetitive
14502.0,2351.02,14,repetitive
14503.0,3543.26,6,repetitive
14504.0,673.26,4,repetitive
14505.0,5818.7,11,repetitive
14506.0,2012.17,5,repetitive
14507.0,1368.18,7,repetitive
14508.0,276.42,2,repetitive
14511.0,1267.41,6,repetitive
14512.0,275.28,2,repetitive
14513.0,438.49,4,repetitive
14514.0,1055.35,4,repetitive
14515.0,2102.09,6,repetitive
14517.0,330.45,2,repetitive
14518.0,174.37,1,single
14520.0,270.6,2,repetitive
14522.0,974.54,4,repetitive
14523.0,241.09,1,single
14524.0,1867.68,9,repetitive
14525.0,4221.37,13,repetitive
14527.0,7711.38,85,repetitive
14528.0,364.22,1,single
14529.0,620.04,3,repetitive
14530.0,2925.91,6,repetitive
14532.0,932.85,4,repetitive
14533.0,1812.62,9,repetitive
14534.0,4075.35,25,repetitive
14535.0,2841.09,4,repetitive
14536.0,171.8,1,single
14537.0,355.56,1,single
14538.0,388.25,2,repetitive
14539.0,537.48,2,repetitive
14540.0,996.26,3,repetitive
14541.0,1461.65,8,repetitive
14542.0,103.25,1,single
14543.0,2916.17,21,repetitive
14544.0,2024.45,2,repetitive
14546.0,2487.02,9,repetitive
14547.0,3986.74,9,repetitive
14548.0,652.8,2,repetitive
14549.0,289.24,1,single
14550.0,765.62,2,repetitive
14551.0,186.23,2,repetitive
14552.0,165.07,1,single
14553.0,859.27,5,repetitive
14554.0,2381.04,4,repetitive
14555.0,324.14,2,repetitive
14557.0,0.0,2,repetitive
14560.0,2174.18,24,repetitive
14561.0,1080.76,3,repetitive
14562.0,4709.22,22,repetitive
14565.0,3073.77,6,repetitive
14566.0,1432.0,1,single
14567.0,1524.46,3,repetitive
14569.0,227.39,1,single
14570.0,218.06,2,repetitive
14572.0,2803.69,10,repetitive
14573.0,1603.72,12,repetitive
14576.0,35.4,1,single
14577.0,859.71,4,repetitive
14578.0,168.63,1,single
14581.0,138.6,1,single
14582.0,114.11,1,single
14583.0,1052.55,5,repetitive
14584.0,1029.26,5,repetitive
14585.0,157.05,1,single
14586.0,134.16,3,repetitive
14587.0,1598.24,10,repetitive
14589.0,39.75,1,single
14591.0,1447.14,4,repetitive
14592.0,570.46,3,repetitive
14593.0,617.99,3,repetitive
14594.0,379.83,2,repetitive
14595.0,1740.6,6,repetitive
14597.0,883.15,2,repetitive
14598.0,221.97,1,single
14600.0,393.33,1,single
14601.0,213.96,1,single
14603.0,660.0,1,single
14606.0,11713.85,129,repetitive
14607.0,11341.1,17,repetitive
14608.0,1785.15,4,repetitive
14609.0,601.56,4,repetitive
14616.0,406.08,3,repetitive
14618.0,538.59,4,repetitive
14619.0,379.51,2,repetitive
14620.0,393.28,3,repetitive
14621.0,1765.76,6,repetitive
14622.0,320.58,1,single
14623.0,869.35,6,repetitive
14624.0,225.85,2,repetitive
14625.0,848.48,5,repetitive
14626.0,2757.07,7,repetitive
14627.0,-21.85,1,single
14628.0,671.96,2,repetitive
14629.0,939.21,3,repetitive
14631.0,1006.98,3,repetitive
14632.0,114.56,1,single
14633.0,344.9,1,single
14636.0,609.85,2,repetitive
14638.0,443.6,1,single
14639.0,2952.34,8,repetitive
14640.0,2042.15,8,repetitive
14641.0,110.46,1,single
14642.0,96.12,1,single
14643.0,668.61,3,repetitive
14644.0,780.46,4,repetitive
14645.0,597.09,2,repetitive
14646.0,279489.02,77,repetitive
14647.0,243.22,1,single
14649.0,1417.29,4,repetitive
14651.0,654.6,2,repetitive
14652.0,114.18,1,single
14653.0,1947.55,8,repetitive
14655.0,1930.15,5,repetitive
14656.0,291.05,2,repetitive
14657.0,838.27,5,repetitive
14658.0,247.15,2,repetitive
14659.0,2456.53,12,repetitive
14660.0,285.74,2,repetitive
14661.0,107.95,1,single
14662.0,771.17,4,repetitive
14664.0,637.89,2,repetitive
14665.0,1258.38,7,repetitive
14666.0,195.25,1,single
14667.0,9231.2,27,repetitive
14669.0,1269.99,3,repetitive
14670.0,411.53,2,repetitive
14672.0,765.55,2,repetitive
14673.0,1736.4,5,repetitive
14675.0,604.75,1,single
14676.0,2543.24,8,repetitive
14679.0,-2.55,1,single
14680.0,26932.34,23,repetitive
14681.0,498.95,3,repetitive
14682.0,52.0,2,repetitive
14684.0,1236.28,5,repetitive
14687.0,628.38,1,single
14688.0,5107.38,27,repetitive
14689.0,112.8,1,single
14690.0,358.61,3,repetitive
14691.0,2114.33,5,repetitive
14692.0,582.05,5,repetitive
14693.0,172.9,1,single
14696.0,2070.97,9,repetitive
14697.0,188.61,2,repetitive
14698.0,1250.76,5,repetitive
14699.0,109.13,1,single
14700.0,2235.3,3,repetitive
14701.0,2486.22,12,repetitive
14702.0,3250.64,18,repetitive
14703.0,318.17,1,single
14704.0,1546.91,9,repetitive
14705.0,179.0,1,single
14708.0,1096.67,4,repetitive
14709.0,4911.14,14,repetitive
14710.0,606.13,4,repetitive
14711.0,2838.2,12,repetitive
14712.0,917.07,3,repetitive
14713.0,2664.26,12,repetitive
14714.0,160.19,1,single
14715.0,867.38,4,repetitive
14716.0,329.68,2,repetitive
14719.0,1592.18,6,repetitive
14720.0,663.81,3,repetitive
14722.0,187.92,1,single
14723.0,1158.3,6,repetitive
14725.0,718.08,1,single
14727.0,268.58,1,single
14729.0,313.49,1,single
14730.0,2005.06,7,repetitive
14731.0,380.02,3,repetitive
14732.0,2686.34,10,repetitive
14733.0,9451.54,15,repetitive
14735.0,5807.69,32,repetitive
14737.0,1164.55,3,repetitive
14738.0,1289.94,9,repetitive
14739.0,3899.1,8,repetitive
14740.0,1423.21,4,repetitive
14741.0,1400.34,6,repetitive
14744.0,1088.53,9,repetitive
14745.0,1167.16,6,repetitive
14747.0,294.3,2,repetitive
14748.0,1311.79,6,repetitive
14752.0,389.64,1,single
14753.0,563.15,1,single
14754.0,638.05,2,repetitive
14755.0,4965.38,12,repetitive
14756.0,738.96,1,single
14757.0,420.5,1,single
14758.0,1484.06,4,repetitive
14759.0,1625.97,3,repetitive
14760.0,53.8,2,repetitive
14761.0,255.9,2,repetitive
14762.0,300.52,1,single
14764.0,250.55,2,repetitive
14765.0,254.11,3,repetitive
